352,804,-452
724,989,-265
231,415,-184
688,557,131
292,341,-49
139,782,-643
529,610,-81
623,689,-66
433,319,114
190,903,-713
79,999,-920
185,265,-80
110,301,-191
128,266,-138
298,975,-677
912,477,435
347,251,96
99,134,-35
50,348,-298
402,976,-574
827,505,322
93,755,-662
410,122,288
114,511,-397
771,240,531
604,57,547
201,80,121
379,1,378
872,548,324
401,910,-509
679,367,312
853,511,342
148,706,-558
633,390,243
251,423,-172
861,763,98
122,137,-15
606,923,-317
923,166,757
833,842,-9
813,299,514
529,460,69
772,426,346
665,44,621
260,698,-438
252,351,-99
541,219,322
551,488,63
256,85,171
543,41,502
336,12,324
767,386,381
420,490,-70
266,721,-455
113,433,-320
159,975,-816
948,995,-47
835,187,648
524,360,164
232,213,19
446,499,-53
898,33,865
370,954,-584
170,365,-195
875,576,299
124,777,-653
556,216,340
827,331,496
814,216,598
237,659,-422
670,656,14
193,594,-401
275,997,-722
84,586,-502
885,871,14
274,449,-175
361,971,-610
762,736,26
353,469,-116
619,482,137
184,534,-350
530,908,-378
611,46,565
614,616,-2
43,711,-668
850,325,525
328,822,-494
337,838,-501
647,886,-239
273,21,252
899,298,601
702,420,282
114,942,-828
430,880,-450
422,323,99
637,659,-22
900,893,7
807,620,187
657,363,294
794,125,669
336,11,325
367,249,118
665,647,18
941,640,301
443,96,347
61,288,-227
426,781,-355
461,441,20
4,584,-580
948,710,238
341,421,-80
36,811,-775
74,144,-70
725,591,134
98,834,-736
549,695,-146
57,7,50
526,764,-238
918,16,902
56,323,-267
612,632,-20
86,639,-553
926,85,841
685,533,152
260,124,136
566,732,-166
226,657,-431
732,167,565
943,130,813
377,648,-271
227,55,172
251,770,-519
801,937,-136
380,419,-39
796,788,8
383,236,147
318,922,-604
950,15,935
227,997,-770
289,844,-555
189,504,-315
872,872,0
521,706,-185
226,538,-312
606,585,21
246,611,-365
758,711,47
846,170,676
540,891,-351
396,201,195
773,279,494
557,831,-274
36,794,-758
930,179,751
878,105,773
909,394,515
236,22,214
624,45,579
422,173,249
929,194,735
516,543,-27
905,244,661
272,173,99
44,610,-566
103,419,-316
364,746,-382
327,350,-23
566,480,86
907,651,256
486,879,-393
17,574,-557
773,298,475
988,876,112
528,447,81
909,549,360
645,544,101
92,25,67
599,552,47
973,86,887
88,743,-655
926,683,243
750,170,580
124,165,-41
398,794,-396
702,603,99
837,743,94
57,335,-278
78,72,6
74,516,-442
693,450,243
538,815,-277
434,843,-409
443,3,440
873,74,799
929,333,596
375,708,-333
732,64,668
975,293,682
914,910,4
282,978,-696
121,717,-596
756,551,205
770,297,473
483,546,-63
785,827,-42
659,26,633
137,854,-717
741,709,32
565,705,-140
974,357,617
984,342,642
915,503,412
726,727,-1
731,208,523
428,248,180
157,331,-174
633,4,629
959,763,196
776,839,-63
224,666,-442
646,957,-311
742,724,18
654,918,-264
201,595,-394
292,79,213
521,7,514
871,366,505
514,338,176
471,514,-43
565,869,-304
757,364,393
275,546,-271
530,590,-60
642,552,90
256,918,-662
346,212,134
709,670,39
737,762,-25
165,148,17
714,432,282
143,833,-690
301,203,98
568,673,-105
144,393,-249
932,222,710
570,626,-56
971,296,675
848,987,-139
711,717,-6
281,88,193
596,49,547
84,646,-562
793,114,679
865,202,663
443,843,-400
845,753,92
200,43,157
407,334,73
512,841,-329
919,153,766
200,495,-295
223,194,29
849,23,826
417,226,191
21,70,-49
447,561,-114
673,660,13
482,674,-192
806,533,273
258,63,195
314,792,-478
189,346,-157
539,985,-446
723,858,-135
292,564,-272
389,22,367
680,800,-120
789,313,476
987,830,157
857,562,295
735,453,282
890,518,372
68,28,40
865,252,613
953,27,926
336,573,-237
191,702,-511
422,439,-17
294,718,-424
700,692,8
246,422,-176
661,747,-86
311,735,-424
75,219,-144
244,624,-380
36,40,-4
546,430,116
868,51,817
559,524,35
131,250,-119
838,383,455
543,73,470
614,41,573
204,67,137
418,824,-406
120,249,-129
204,458,-254
955,198,757
362,887,-525
548,500,48
210,578,-368
423,263,160
922,157,765
513,13,500
856,985,-129
150,838,-688
528,15,513
210,933,-723
964,870,94
876,323,553
989,369,620
153,924,-771
528,268,260
532,464,68
388,603,-215
99,881,-782
840,487,353
269,484,-215
849,990,-141
391,14,377
305,966,-661
254,308,-54
740,429,311
966,599,367
667,488,179
713,674,39
259,30,229
468,833,-365
136,649,-513
395,616,-221
874,504,370
77,925,-848
282,99,183
394,419,-25
198,637,-439
24,460,-436
600,359,241
197,26,171
981,471,510
255,937,-682
561,836,-275
103,333,-230
831,964,-133
157,828,-671
286,108,178
540,720,-180
448,547,-99
710,540,170
116,699,-583
322,167,155
331,29,302
793,361,432
943,433,510
745,577,168
591,783,-192
177,305,-128
408,245,163
451,640,-189
302,549,-247
183,338,-155
104,233,-129
460,573,-113
609,646,-37
857,770,87
538,715,-177
650,861,-211
468,684,-216
686,299,387
268,751,-483
309,528,-219
672,578,94
439,34,405
797,591,206
704,326,378
75,54,21
359,373,-14
536,925,-389
894,642,252
145,446,-301
692,907,-215
144,749,-605
541,473,68
62,540,-478
715,293,422
433,110,323
862,425,437
793,924,-131
94,873,-779
141,263,-122
850,76,774
883,579,304
897,715,182
84,779,-695
542,828,-286
61,127,-66
817,355,462
122,767,-645
919,702,217
29,939,-910
891,580,311
196,649,-453
662,593,69
545,689,-144
627,904,-277
994,64,930
981,502,479
241,751,-510
137,798,-661
503,448,55
376,919,-543
137,989,-852
205,422,-217
748,645,103
141,673,-532
420,371,49
980,410,570
328,684,-356
147,996,-849
618,597,21
119,365,-246
538,343,195
438,655,-217
498,56,442
795,652,143
52,743,-691
505,86,419
56,964,-908
35,905,-870
362,857,-495
786,246,540
768,73,695
288,292,-4
152,420,-268
745,829,-84
376,516,-140
241,698,-457
24,759,-735
224,716,-492
929,81,848
738,888,-150
113,365,-252
44,262,-218
462,496,-34
297,839,-542
688,962,-274
914,416,498
572,41,531
643,255,388
530,268,262
442,721,-279
912,338,574
547,453,94
791,868,-77
335,921,-586
75,525,-450
395,759,-364
121,725,-604
485,795,-310
585,756,-171
177,820,-643
2,801,-799
625,348,277
52,887,-835
227,958,-731
665,865,-200
524,587,-63
637,978,-341
194,65,129
733,939,-206
472,665,-193
604,242,362
226,899,-673
407,43,364
480,24,456
138,822,-684
736,828,-92
52,436,-384
380,718,-338
990,119,871
250,69,181
489,286,203
338,576,-238
716,602,114
546,130,416
141,104,37
14,681,-667
103,34,69
475,138,337
401,652,-251
362,42,320
447,648,-201
962,451,511
698,279,419
382,337,45
347,613,-266
181,896,-715
854,143,711
953,612,341
625,36,589
967,269,698
706,333,373
325,261,64
768,730,38
802,766,36
394,459,-65
430,597,-167
252,600,-348
698,501,197
617,949,-332
315,274,41
466,861,-395
592,635,-43
427,569,-142
955,659,296
903,877,26
213,292,-79
498,696,-198
25,200,-175
780,183,597
378,453,-75
782,213,569
32,532,-500
620,72,548
70,607,-537
243,858,-615
495,13,482
740,594,146
311,819,-508
342,95,247
902,896,6
794,138,656
415,277,138
624,141,483
535,567,-32
983,723,260
624,98,526
985,444,541
61,204,-143
844,21,823
72,732,-660
597,883,-286
783,221,562
688,58,630
846,675,171
362,830,-468
981,784,197
615,821,-206
962,275,687
800,503,297
642,117,525
380,899,-519
352,90,262
911,215,696
296,361,-65
368,995,-627
901,616,285
771,339,432
94,687,-593
624,303,321
352,742,-390
803,289,514
957,798,159
714,395,319
322,113,209
493,266,227
694,776,-82
567,779,-212
254,559,-305
380,904,-524
885,14,871
123,310,-187
969,551,418
650,286,364
785,974,-189
840,911,-71
154,810,-656
213,117,96
161,183,-22
622,952,-330
706,430,276
861,563,298
703,410,293
758,14,744
93,575,-482
332,491,-159
712,760,-48
841,786,55
839,781,58
108,137,-29
690,656,34
45,604,-559
64,290,-226
100,221,-121
469,839,-370
928,504,424
736,715,21
427,445,-18
890,23,867
738,346,392
946,740,206
179,772,-593
790,515,275
759,571,188
557,590,-33
743,352,391
815,279,536
650,643,7
941,379,562
588,221,367
269,521,-252
99,966,-867
886,317,569
147,396,-249
730,836,-106
593,754,-161
849,676,173
109,544,-435
666,106,560
664,285,379
893,439,454
965,861,104
603,415,188
972,296,676
591,543,48
713,242,471
526,883,-357
380,688,-308
