31,907,938
774,142,916
823,818,1641
284,571,855
588,753,1341
671,225,896
148,258,406
914,270,1184
864,24,888
129,942,1071
401,772,1173
358,647,1005
453,225,678
810,336,1146
976,140,1116
605,724,1329
687,412,1099
673,407,1080
848,226,1074
409,867,1276
230,813,1043
559,711,1270
1,781,782
890,781,1671
970,873,1843
702,743,1445
595,327,922
590,765,1355
685,768,1453
36,429,465
315,70,385
113,119,232
484,18,502
136,316,452
302,550,852
469,979,1448
454,420,874
404,199,603
956,265,1221
411,577,988
58,202,260
153,349,502
5,913,918
880,331,1211
853,396,1249
581,621,1202
399,306,705
601,448,1049
225,114,339
88,857,945
525,963,1488
222,933,1155
671,50,721
217,812,1029
529,51,580
122,524,646
630,151,781
725,718,1443
466,213,679
64,726,790
928,145,1073
617,468,1085
62,950,1012
607,386,993
971,17,988
546,762,1308
433,851,1284
343,982,1325
710,539,1249
940,219,1159
860,422,1282
394,586,980
527,283,810
519,188,707
774,936,1710
475,2,477
563,666,1229
363,222,585
230,189,419
409,218,627
366,817,1183
5,67,72
214,133,347
380,313,693
454,114,568
519,918,1437
1000,38,1038
359,712,1071
475,492,967
363,69,432
214,453,667
332,818,1150
306,181,487
856,832,1688
585,772,1357
514,988,1502
413,607,1020
715,57,772
144,386,530
154,83,237
243,437,680
343,347,690
707,952,1659
973,138,1111
662,748,1410
677,36,713
692,304,996
31,835,866
192,701,893
276,741,1017
588,254,842
751,755,1506
804,703,1507
234,750,984
684,769,1453
924,280,1204
131,807,938
272,652,924
208,552,760
697,452,1149
619,801,1420
857,173,1030
309,910,1219
689,105,794
273,333,606
546,496,1042
564,864,1428
235,172,407
160,781,941
748,720,1468
732,43,775
822,667,1489
544,731,1275
741,767,1508
179,385,564
742,257,999
927,957,1884
594,604,1198
181,794,975
285,143,428
242,971,1213
456,807,1263
555,325,880
226,34,260
117,309,426
141,930,1071
181,38,219
573,633,1206
734,662,1396
283,967,1250
641,967,1608
104,838,942
790,981,1771
197,526,723
696,609,1305
471,58,529
863,777,1640
328,405,733
127,409,536
568,986,1554
678,706,1384
139,832,971
627,925,1552
731,934,1665
946,741,1687
582,80,662
652,358,1010
459,646,1105
323,854,1177
366,238,604
138,246,384
163,781,944
91,692,783
215,247,462
763,97,860
314,312,626
8,986,994
56,22,78
306,573,879
495,398,893
943,2,945
18,719,737
97,723,820
676,974,1650
602,866,1468
969,111,1080
280,821,1101
262,821,1083
707,568,1275
9,391,400
378,704,1082
227,584,811
894,823,1717
113,448,561
615,313,928
378,116,494
850,762,1612
267,918,1185
804,882,1686
118,746,864
704,470,1174
161,671,832
396,747,1143
747,822,1569
930,265,1195
169,459,628
26,27,53
583,525,1108
5,223,228
114,939,1053
852,302,1154
649,540,1189
998,241,1239
332,859,1191
457,213,670
693,958,1651
984,757,1741
860,849,1709
843,11,854
254,996,1250
845,11,856
93,358,451
302,860,1162
90,955,1045
112,148,260
39,577,616
422,775,1197
393,884,1277
496,419,915
579,121,700
196,371,567
158,589,747
239,453,692
76,706,782
225,506,731
84,194,278
919,682,1601
39,699,738
57,314,371
161,192,353
643,43,686
483,696,1179
738,952,1690
622,606,1228
340,4,344
10,596,606
657,341,998
52,884,936
681,833,1514
325,140,465
11,267,278
927,373,1300
629,514,1143
980,80,1060
465,127,592
895,470,1365
484,544,1028
995,123,1118
226,598,824
722,558,1280
653,703,1356
85,472,557
757,969,1726
947,790,1737
441,804,1245
421,436,857
627,747,1374
382,880,1262
10,143,153
487,753,1240
977,559,1536
824,290,1114
581,503,1084
683,990,1673
915,412,1327
955,89,1044
288,370,658
434,817,1251
450,234,684
791,248,1039
611,564,1175
630,431,1061
639,661,1300
586,304,890
947,316,1263
782,512,1294
397,934,1331
369,319,688
450,612,1062
71,446,517
954,839,1793
820,523,1343
568,152,720
507,52,559
293,117,410
581,286,867
797,171,968
110,696,806
417,277,694
297,329,626
867,287,1154
395,923,1318
497,329,826
645,330,975
600,803,1403
339,981,1320
649,354,1003
49,360,409
913,812,1725
837,611,1448
795,389,1184
408,75,483
736,943,1679
983,995,1978
63,743,806
918,503,1421
63,818,881
883,460,1343
928,284,1212
688,935,1623
386,24,410
402,17,419
966,817,1783
951,963,1914
73,763,836
180,796,976
694,47,741
132,684,816
738,762,1500
5,220,225
523,449,972
245,829,1074
754,690,1444
338,289,627
608,234,842
790,57,847
957,663,1620
673,340,1013
483,65,548
25,209,234
305,858,1163
500,866,1366
740,502,1242
262,901,1163
295,321,616
750,672,1422
203,956,1159
298,47,345
553,300,853
227,365,592
580,855,1435
788,261,1049
165,235,400
828,212,1040
646,45,691
507,214,721
879,299,1178
656,673,1329
559,823,1382
977,937,1914
