412,363,149556
874,703,614422
827,390,322530
722,145,104690
267,736,196512
557,74,41218
731,655,478805
908,674,611992
190,892,169480
136,343,46648
812,402,326424
479,997,477563
911,309,281499
153,357,54621
761,261,198621
385,69,26565
155,525,81375
7,736,5152
736,228,167808
826,489,403914
449,680,305320
850,721,612850
345,522,180090
764,27,20628
560,929,520240
439,456,200184
54,142,7668
284,773,219532
533,682,363506
490,45,22050
392,768,301056
959,347,332773
282,794,223908
667,824,549608
767,275,210925
261,301,78561
864,550,475200
281,390,109590
74,890,65860
74,891,65934
845,939,793455
137,212,29044
274,869,238106
711,425,302175
854,567,484218
735,483,355005
524,18,9432
828,443,366804
438,181,79278
658,500,329000
531,782,415242
105,599,62895
172,695,119540
420,843,354060
233,131,30523
240,143,34320
145,876,127020
224,262,58688
902,402,362604
285,446,127110
199,865,172135
106,93,9858
375,704,264000
989,352,348128
386,897,346242
970,465,451050
248,538,133424
122,420,51240
322,727,234094
264,382,100848
706,170,120020
988,51,50388
447,417,186399
793,155,122915
261,993,259173
25,391,9775
579,564,326556
448,326,146048
334,29,9686
869,55,47795
499,340,169660
493,426,210018
66,218,14388
810,479,387990
262,90,23580
273,330,90090
249,466,116034
361,90,32490
812,949,770588
975,517,504075
691,87,60117
87,794,69078
895,140,125300
109,74,8066
134,109,14606
593,819,485667
37,496,18352
240,667,160080
605,851,514855
855,909,777195
195,332,64740
787,939,738993
881,408,359448
396,889,352044
611,974,595114
536,937,502232
268,247,66196
235,297,69795
351,629,220779
276,941,259716
97,397,38509
587,178,104486
43,82,3526
639,816,521424
493,768,378624
260,74,19240
22,905,19910
793,478,379054
432,511,220752
952,163,155176
185,831,153735
270,140,37800
316,174,54984
282,840,236880
965,491,473815
762,315,240030
732,416,304512
81,341,27621
737,975,718575
678,117,79326
718,853,612454
773,402,310746
802,853,684106
296,157,46472
889,212,188468
681,430,292830
369,132,48708
462,801,370062
407,815,331705
415,125,51875
376,514,193264
467,601,280667
228,467,106476
70,251,17570
524,553,289772
424,310,131440
788,799,629612
999,760,759240
924,252,232848
108,838,90504
832,170,141440
859,484,415756
551,336,185136
516,124,63984
729,342,249318
254,361,91694
842,141,118722
67,378,25326
643,401,257843
991,118,116938
792,453,358776
394,944,371936
595,601,357595
613,328,201064
351,369,129519
57,851,48507
969,333,322677
539,289,155771
561,977,548097
867,649,562683
775,96,74400
572,715,408980
359,26,9334
438,353,154614
415,551,228665
751,475,356725
680,174,118320
704,310,218240
495,599,296505
859,72,61848
944,874,825056
731,138,100878
936,290,271440
436,170,74120
825,561,462825
777,412,320124
283,224,63392
964,29,27956
53,411,21783
63,724,45612
202,544,109888
170,606,103020
640,394,252160
902,460,414920
685,630,431550
686,114,78204
842,337,283754
653,334,218102
17,492,8364
970,243,235710
491,941,462031
176,562,98912
786,643,505398
778,188,146264
133,334,44422
124,30,3720
642,160,102720
188,370,69560
965,892,860780
399,886,353514
495,610,301950
272,11,2992
106,155,16430
628,747,469116
424,119,50456
41,488,20008
708,65,46020
269,749,201481
296,860,254560
290,172,49880
901,5,4505
455,420,191100
497,836,415492
370,467,172790
403,719,289757
641,184,117944
42,229,9618
960,574,551040
771,989,762519
756,230,173880
794,408,323952
422,836,352792
199,673,133927
131,35,4585
129,544,70176
785,688,540080
89,477,42453
356,112,39872
773,855,660915
583,319,185977
501,857,429357
590,254,149860
978,437,427386
455,240,109200
458,153,70074
449,825,370425
889,675,600075
532,900,478800
17,545,9265
656,383,251248
634,121,76714
642,853,547626
412,154,63448
921,976,898896
409,374,152966
215,456,98040
632,180,113760
291,893,259863
764,326,249064
387,989,382743
451,588,265188
102,130,13260
338,746,252148
663,827,548301
54,285,15390
958,205,196390
813,774,629262
977,94,91838
171,736,125856
744,374,278256
752,356,267712
382,123,46986
687,142,97554
875,399,349125
930,267,248310
542,568,307856
33,834,27522
544,612,332928
705,908,640140
700,686,480200
25,601,15025
666,145,96570
799,696,556104
531,808,429048
185,619,114515
974,520,506480
560,229,128240
913,723,660099
679,649,440671
940,338,317720
625,584,365000
863,918,792234
536,710,380560
843,51,42993
706,674,475844
750,737,552750
30,48,1440
80,912,72960
53,165,8745
811,535,433885
947,783,741501
575,521,299575
68,510,34680
267,957,255519
27,658,17766
648,17,11016
686,698,478828
359,675,242325
349,230,80270
891,699,622809
818,898,734564
993,471,467703
10,528,5280
916,572,523952
281,929,261049
597,943,562971
404,359,145036
151,230,34730
592,274,162208
400,45,18000
680,21,14280
812,64,51968
